timestamp;cpu;memory;disk_read_bytes;disk_written_bytes;disk_reads_completed;disk_writes_completed;disk_busy_time;disk_used_bytes;gpu_utilization;gpu_memory_used;gpu_memory_total;gpu_power_usage;gpu_temperature;gpu_encoder_util;gpu_decoder_util
1782985548.792307;7.830000000000847;13.42204408081924;241663.99999999997;11649843.2;2.5999999999999996;109.39999999999999;0.04080000000000154;39458816;74;5413470208;17103323136;111806;62;0;0
1782985550.8305964;7.039999999998603;13.407074018153963;0;9448652.799999999;0;153.6;0.029600000000002066;39458816;75;5413470208;17103323136;112427;63;0;0
1782985552.8718028;6.459999999999577;13.369543438514253;0;4138598.3999999994;0;107.99999999999999;0.014200000000002431;39458816;75;5413470208;17103323136;115170;64;0;0
1782985554.9139287;6.280000000000663;13.357010507011957;0;110591.99999999999;0;6.999999999999999;0.0051999999999992495;39458816;75;5377425408;17103323136;114029;64;0;0
1782985556.9521205;6.609999999999672;13.345854275555935;0;84377.59999999999;0;4.8;0.005599999999998317;39458816;74;5377425408;17103323136;114039;64;0;0
1782985558.996501;6.590000000000151;13.333091894045934;0;7136870.399999999;0;56.99999999999999;0.004399999999998272;39458816;75;5377425408;17103323136;114758;65;0;0
1782985561.0393786;6.72000000000118;13.323442591018942;0;7542374.399999999;0;63.199999999999996;0.011199999999999476;39458816;75;5377425408;17103323136;114703;65;0;0
1782985563.0901294;6.8300000000008465;13.477105881318408;0;13683097.6;0;119.19999999999999;0.026800000000000067;39458816;75;5381619712;17103323136;100940;64;0;0
1782985565.13466;6.780000000000664;13.491610842616709;0;14802124.799999999;0;130;0.03020000000000209;39458816;74;5381619712;17103323136;113245;65;0;0
1782985567.1718888;6.48999999999843;13.483815743706074;0;12947455.999999998;0;111.19999999999999;0.021999999999999884;39458816;74;5381619712;17103323136;114096;65;0;0
1782985569.2121491;6.090000000001061;13.476814417795103;0;39321.6;0;1.9999999999999998;0.004800000000000182;39458816;75;5381619712;17103323136;114182;64;0;0
1782985571.2590725;6.459999999999133;13.472293632508025;0;416972.8;0;8.799999999999999;0.009799999999998477;39458816;74;5381619712;17103323136;114306;64;0;0
1782985573.3007212;6.430000000001657;13.474749367725703;0;379289.6;0;7.199999999999999;0.005600000000001159;39458816;75;5381619712;17103323136;114396;64;0;0
1782985575.337851;6.530000000000213;13.470631670290011;0;119442636.8;0;946.5999999999999;0.022999999999998976;39458816;75;5381619712;17103323136;114753;64;0;0
1782985577.3749282;6.160000000000776;13.449553276338367;0;119162470.39999999;0;942.4;0.020599999999998883;39458816;76;5381619712;17103323136;114803;64;0;0
1782985579.4124494;6.1599999999998545;13.542592153789546;0;743833.5999999999;0;30.199999999999996;0.003600000000000136;39458816;74;5381619712;17103323136;106352;63;0;0
1782985581.4528542;6.24999999999728;13.540117814517206;0;737279.9999999999;0;31.799999999999997;0.003600000000000136;39458816;75;5381619712;17103323136;113426;64;0;0
1782985583.4927232;6.079999999999474;13.530183249318462;0;760217.6;0;26.599999999999998;0.006399999999999294;39458816;74;5381619712;17103323136;114114;64;0;0
1782985585.530229;6.339999999999701;13.527343030304085;0;203161.59999999998;0;19.4;0.005000000000001136;39458816;76;5381619712;17103323136;113990;64;0;0
1782985587.570761;7.330000000001302;13.751596305408375;0;47513.6;0;1.9999999999999998;0.005400000000000204;39458816;75;5381750784;17103323136;114086;64;0;0
1782985589.6173856;8.310000000000862;13.712391360847532;0;2192179.1999999997;0;24.2;0.015799999999998704;39458816;75;5381750784;17103323136;114310;64;0;0
1782985591.65435;7.579999999999942;13.69772516440868;0;2192998.4;0;25.599999999999998;0.01899999999999977;39458816;75;5381750784;17103323136;114503;64;0;0
1782985593.6975567;6.250000000000922;13.816617476512539;0;22118.399999999998;0;1.9999999999999998;0.004400000000001114;39458816;59;5383847936;17103323136;93142;60;0;0
1782985595.7348108;6.25;13.805734104525147;0;23756.8;0;2.1999999999999997;0.006200000000001182;39458816;75;5383847936;17103323136;112696;63;0;0
1782985597.7726445;6.510000000000227;13.768203524885436;0;27852.8;0;2.5999999999999996;0.005600000000001159;39458816;74;5383847936;17103323136;113532;63;0;0
1782985599.812354;6.779999999999764;13.761623890880525;0;26214.399999999998;0;2.4;0.003800000000001091;39458816;75;5383847936;17103323136;113820;64;0;0
1782985601.8488736;6.630000000000114;13.756631802874908;0;31129.6;0;3.1999999999999997;0.005799999999999272;39458816;75;5383847936;17103323136;114050;64;0;0
1782985603.8891473;6.510000000000671;13.753624147368427;0;34406.399999999994;0;3.1999999999999997;0.005799999999999272;39458816;75;5383847936;17103323136;113806;64;0;0
1782985605.9343905;6.179999999999386;13.731045026339306;0;32767.999999999996;0;2.9999999999999996;0.0042000000000001585;39458816;75;5383847936;17103323136;114379;64;0;0
1782985607.977297;6.139999999998514;13.727677692442352;0;67174.4;0;3.1999999999999997;0.004599999999999226;39458816;75;5383847936;17103323136;114318;64;0;0
1782985610.0153282;6.510000000000227;13.911870236470559;0;211353.59999999998;0;11.2;0.01940000000000168;39458816;58;5383979008;17103323136;92925;60;0;0
1782985612.0554647;6.480000000000475;13.909414501252893;0;251494.39999999997;0;12.799999999999999;0.019600000000002636;39458816;75;5383979008;17103323136;113269;63;0;0
1782985614.0937383;6.780000000000664;13.911256302666143;0;284262.39999999997;0;26.2;0.019599999999999795;39458816;74;5383979008;17103323136;113306;63;0;0
1782985616.133431;6.379999999998754;13.906549476832275;0;693862.3999999999;0;34.199999999999996;0.003599999999997294;39458816;76;5383979008;17103323136;113819;64;0;0
1782985618.1763353;6.520000000000903;13.885030786919883;0;636518.3999999999;0;21.799999999999997;0.004600000000002069;39458816;75;5383979008;17103323136;113976;63;0;0
1782985620.2151341;6.209999999999594;13.88199832600716;0;247398.39999999997;0;18.599999999999998;0.004399999999998272;39458816;76;5383979008;17103323136;114159;63;0;0
1782985622.2530494;6.0899999999992405;13.881105331382548;0;648806.3999999999;0;6.6;0.0019999999999981808;39458816;75;5383979008;17103323136;114189;64;0;0
1782985624.2916996;6.099999999999928;13.872708701370629;0;689766.3999999999;0;6.3999999999999995;0.004600000000002069;39458816;74;5383979008;17103323136;114185;63;0;0
1782985626.3303726;6.129999999999214;14.03027264180119;0;46694.399999999994;0;0.6;0.0028000000000020005;39458816;71;5383979008;17103323136;93706;61;0;0
1782985628.3698754;6.5199999999999925;14.023537974007283;0;79462.4;0;2.9999999999999996;0.009200000000001296;39458816;74;5383979008;17103323136;112568;63;0;0
1782985630.409041;6.500000000001838;14.00326575575841;0;49971.2;0;3.3999999999999995;0.009799999999998477;39458816;75;5383979008;17103323136;113192;63;0;0
1782985632.4484916;6.110000000000593;14.008171024842175;0;17203.200000000004;0;0.9999999999999999;0.003399999999999181;39458816;75;5383979008;17103323136;113429;63;0;0
1782985634.4885354;6.830000000000391;14.084199594964918;7372.799999999999;286720;0.7999999999999999;3.8;0.007400000000001227;39458816;75;5609160704;17103323136;113052;63;0;0
1782985636.531627;8.340000000001524;14.135156100731528;22937.6;5544345.6;0.9999999999999999;56.4;0.03000000000000113;39458816;76;5614796800;17103323136;113645;63;0;0
1782985638.5681286;8.160000000000768;14.126747068016488;22937.6;5575475.199999999;0.9999999999999998;56.8;0.02880000000000109;39458816;75;5630787584;17103323136;114424;63;0;0
